test_launch_id,recruitment_step_id,candidate_id,sent_at,valid_until,token,started_test,status,test_version_id,score_result,counter,ip,user_agent,finished_at,demo,selected,last_action,distance,cod_pendencia_vagas,data_pendencia_vagas,reliability_score,reliability_color,reused,cod_vaga_vagas,time_used,favorite,hit_percentage,failed_send_error,candidate_results_token,candidate_results_token_created_at,can_answer_test_again,self_evaluation,custom_time,recruitment_candidate_average_id,random_test_questions,position,score_redaction,candidate_id,recruitment_step_id
224787,3024,115128,2018-06-18 14:51:49.000000,2018-06-25 00:00:00.000000,SuoOiE32F59QyTpXNGA8lw7CXexeFr,2018-06-18 15:13:01.000000,4,2642,15,0,192.168.1.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",2018-06-18 15:25:52.000000,false,,2018-06-18 15:25:52.000000,,96172691,2018-06-15 20:03:16.000000,20.543859649123,green,false,1710112,799,false,50,,,,false,false,0,67288,,3078,,115128,3024
234190,3024,116458,2018-06-19 17:53:47.000000,2018-06-25 00:00:00.000000,Pnax7cgGVDllT9oYt5MZwWGZOJD0Y6,2018-06-19 17:55:17.000000,4,2642,12,0,192.168.1.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 18:08:20.000000,false,,2018-06-19 18:08:20.000000,,96275367,2018-06-19 09:49:53.000000,0,green,false,1710112,784,false,40,,,,false,false,0,68057,,4585,,116458,3024
228743,3024,119158,2018-06-19 00:08:33.000000,2018-06-25 00:00:00.000000,cXlRwlLoVuM3ntxVFWhPKk3227F7Ix,2018-06-19 01:41:28.000000,4,2642,12,1,192.168.1.248,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 01:48:20.000000,false,,2018-06-19 01:48:20.000000,,96276203,2018-06-18 17:00:23.000000,126.56140350877,red,false,1710112,445,false,40,,,,false,false,0,68872,,4610,,119158,3024
226443,3024,116530,2018-06-18 20:48:00.000000,2018-06-25 00:00:00.000000,VxJqoyldZacHkrNxOdGLObvraZZ5Hd,2018-06-18 23:43:29.000000,4,2642,12,0,192.168.1.248,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-18 23:51:11.000000,false,,2018-06-18 23:51:11.000000,,96273802,2018-06-18 16:58:55.000000,5,green,false,1710112,553,false,40,,,,false,false,0,68087,,5515,,116530,3024
225964,3024,115971,2018-06-18 20:06:17.000000,2018-06-25 00:00:00.000000,pxVdCq0g9vCncJOlTvxcOV6p4q4qUb,2018-06-19 21:17:42.000000,4,2642,12,1,192.168.1.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 21:27:33.000000,false,,2018-06-19 21:27:33.000000,,96272530,2018-06-18 16:58:07.000000,142,red,false,1710112,592,false,40,,,,false,false,0,67846,,5738,,115971,3024
229539,3024,119681,2018-06-19 01:20:01.000000,2018-06-25 00:00:00.000000,8tlvnP6RHF0Su9BD3WkstaCUvJ5abE,2018-06-19 01:22:06.000000,4,2642,9,0,192.168.1.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 01:35:24.000000,false,,2018-06-19 01:35:24.000000,,96275554,2018-06-18 17:00:02.000000,28.035087719298,green,false,1710112,816,false,30,,,,false,false,0,69073,,5882,,119681,3024
453790,32752,415933,2019-06-19 16:44:43.000000,2019-07-01 00:00:00.000000,x6bYHNH09xEFUP88HHCamkNR5LOKPn,2019-06-19 17:20:02.000000,4,7310,0,1,,,2019-06-19 17:40:36.000000,false,,,,,,,,true,,0,false,,,,,false,false,0,271249,,582,,415933,32752
223609,3024,114400,2018-06-18 11:27:14.000000,2018-06-25 00:00:00.000000,TrDmeaYjL2V8vpaGSsoRTzooxnJWXz,2018-06-19 12:55:08.000000,4,2642,6,1,192.168.1.248,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,2018-06-19 13:03:00.000000,false,,2018-06-19 13:03:00.000000,,96169886,2018-06-15 20:01:36.000000,99.035087719298,red,false,1710112,843,false,20,,,,false,false,0,66781,,9170,,114400,3024
230022,3024,120011,2018-06-19 02:15:45.000000,2018-06-25 00:00:00.000000,DPkbAj769tlq17chDqroC8g4Gd6bez,2018-06-19 02:18:53.000000,4,2642,6,0,192.168.1.248,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 02:31:40.000000,false,,2018-06-19 02:31:40.000000,,96169849,2018-06-15 20:01:35.000000,88.298245614035,red,false,1710112,768,false,20,,,,false,false,0,69358,,9212,,120011,3024
453888,32752,415835,2019-06-19 16:44:34.000000,2019-07-01 00:00:00.000000,88JatFreBAORuJVpZ6vYZNNMtPVfjw,2019-06-20 20:39:05.000000,4,7310,0,1,,,2019-06-20 20:59:49.000000,false,,,,,,,,true,,0,false,,,,,false,false,0,271169,,589,,415835,32752
453699,32752,415686,2019-06-19 16:44:25.000000,2019-07-01 00:00:00.000000,rH9J95eK5ThTLjnz1jkWAmoHdr0cfh,2019-06-23 15:05:53.000000,4,7310,0,2,,,2019-06-23 15:06:03.000000,false,,,109,,,,,true,,0,false,,,,,false,false,0,271052,,596,,415686,32752
231281,3024,115426,2018-06-19 12:58:23.000000,2018-06-25 00:00:00.000000,LWY2MuOyLSAdCRyzw6QFcWc1BqPEtb,2018-06-19 12:59:24.000000,4,2642,3,0,192.168.1.248,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 13:12:15.000000,false,,2018-06-19 13:12:15.000000,,96174403,2018-06-19 09:52:28.000000,538.59649122807,red,false,1710112,772,false,10,,,,false,false,0,67481,,11124,,115426,3024
440875,32756,415799,2019-06-19 16:44:31.000000,2019-07-01 00:00:00.000000,fyUAXY9XefgEoA06mYLlRleBgSeh0F,2019-06-19 19:11:43.000000,4,7310,33,2,,,2019-06-19 19:25:19.000000,false,,,52.6,,,,,true,,1118,false,42.9,,,,false,false,0,271958,,262,,415799,32756
302002,6103,143321,2018-07-02 17:33:21.000000,2018-10-01 00:00:00.000000,y5rmkqhfWqWC66KAxWL5BcjxK26QYV,2018-09-28 17:24:04.000000,4,2419,59,1,201.6.230.213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",2018-09-28 17:53:58.000000,false,,2018-09-28 17:53:58.000000,,,,834,red,false,,1793,false,60,,,,false,false,0,153964,,3579,,143321,6103
298886,6103,143321,2018-06-29 21:07:54.000000,2018-10-01 00:00:00.000000,aix5adupI0zL9qy48lbdyYYvyldlEO,2018-09-28 17:55:13.000000,4,2419,43,1,201.6.230.213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",2018-09-28 18:03:15.000000,false,,2018-09-28 18:03:15.000000,,,,118,red,false,,482,false,50,,,,false,false,0,153964,,4563,,143321,6103
450854,32766,415914,2019-06-19 16:44:42.000000,2019-07-01 00:00:00.000000,2M4nBWNn81CATJkRcOBa7IIymrDW3w,2019-06-22 11:08:20.000000,4,7310,0,1,,,2019-06-22 11:20:05.000000,false,,,1855,,,,,true,,0,false,,,,,false,false,0,274041,,346,,415914,32766
450674,32766,415457,2019-06-19 16:40:16.000000,2019-07-01 00:00:00.000000,2wTDsVSPJrWh3cF2zBeDSQODbvmetF,2019-06-21 13:17:54.000000,4,7310,0,1,,,2019-06-21 13:36:42.000000,false,,,1686,,,,,true,,0,false,,,,,false,false,0,273678,,382,,415457,32766
450860,32766,415824,2019-06-19 16:44:33.000000,2019-07-01 00:00:00.000000,RDmCYEwTn4dp4UZmryouRee1Y68F35,2019-06-23 18:14:57.000000,4,7310,0,1,,,2019-06-23 18:35:31.000000,false,,,72.7,,,,,true,,1235,false,,,,,false,false,0,273968,,386,,415824,32766
191983,6760,99341,2018-04-25 15:05:11.000000,2020-04-20 00:00:00.000000,v9RnyIop0n90zDDyvYXWZbf4vRvTtN,2018-04-25 20:32:19.000000,4,3945,80,1,,,2018-04-25 20:42:44.000000,false,,,,,,,,true,,626,false,100,"SQLSTATE[23503]: Foreign key violation: 7 ERROR:  insert or update on table ""tb_results_synergy_answers"" violates foreign key constraint ""tb_tests_results_synergy_answers_fk""
DETAIL:  Key (test_result_id)=(1384898) is not present in table ""tb_tests_results"".",,,false,false,0,167927,,9,,99341,6760
191978,6760,100692,2018-05-08 21:23:02.000000,2020-04-20 00:00:00.000000,lVUwaSXdezP7U4pZ4Uq8NH8ZNyixXO,2018-05-10 09:52:56.000000,4,3945,49,1,186.231.142.211,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",2018-05-10 10:12:59.000000,false,,2018-05-10 10:12:59.000000,,,,115,red,false,,1202,false,70,,,,false,false,0,167970,,41,,100692,6760
450824,32766,415932,2019-06-19 16:44:43.000000,2019-07-01 00:00:00.000000,GRM56NR8kKvF1bK0AUtalagDFThiEm,2019-06-23 19:29:54.000000,4,7310,0,1,,,2019-06-23 19:50:03.000000,false,,,888,,,,,true,,0,false,,,,,false,false,0,274056,,427,,415932,32766
450666,32766,415578,2019-06-19 16:40:24.000000,2019-07-01 00:00:00.000000,RYJW5ZcmEUf0u4aZ4zOkiv7SMKduTl,2019-06-19 17:26:32.000000,4,7310,0,1,,,2019-06-19 17:43:22.000000,false,,,,,,,,true,,0,false,,,,,false,false,0,273774,,510,,415578,32766
139285,7713,39369,2017-11-21 22:57:49.000000,2017-11-27 00:00:00.000000,hm2EGaeqwdXLssPmVOJo4b7A48E9nW,2017-11-21 23:05:48.000000,4,1898,19,1,192.168.11.181,"Mozilla/5.0 (Linux; Android 7.0; Moto G (4) Build/NPJS25.93-14-10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",2017-11-21 23:15:52.000000,false,,2017-11-21 23:15:52.000000,,87458270,2017-11-20 14:44:11.000000,47.142857142857,green,false,1575281,605,false,,,,,false,false,0,194533,,52,,39369,7713
224559,7713,70344,2018-06-18 14:13:45.000000,2018-06-25 00:00:00.000000,oJTkGT7i3VpaqBhOHTacmuTkwau7He,2018-06-19 01:19:05.000000,4,1895,7,0,192.168.1.248,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 01:35:56.000000,false,,2018-06-19 01:35:56.000000,,96180166,2018-06-15 20:09:01.000000,13,green,false,1710112,1984,false,25,,,,false,false,0,195238,,775,,70344,7713
227291,7713,8995,2018-06-18 22:10:35.000000,2018-06-25 00:00:00.000000,kHTGpM6xOlGnhdo0gnXsz0WWZk0auE,,4,2046,0,0,192.168.1.248,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,false,,,,96265784,2018-06-18 16:47:49.000000,,,false,1710112,0,false,,,,,false,false,0,194305,,4547,,8995,7713
226628,7713,49724,2018-06-18 21:04:27.000000,2018-06-25 00:00:00.000000,sceLHuVsPTwyd3DyOKefXBbIrXj5EX,,4,2046,0,0,,,,false,,,,96266174,2018-06-18 16:48:08.000000,,,false,1710112,0,false,,,,,false,false,0,194791,,4945,,49724,7713
227156,7713,114059,2018-06-18 21:58:51.000000,2018-06-25 00:00:00.000000,yzv6Svrc0AFLLd5cfMZrMlzLUXurud,,4,1898,0,0,192.168.1.248,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0,,false,,,,96174904,2018-06-18 16:42:53.000000,,,false,1710112,0,false,,,,,false,false,0,196281,,5151,,114059,7713
227441,7717,97874,2018-06-18 22:25:16.000000,2018-06-25 00:00:00.000000,gBJeyE9eCZ7BqdYKQoUrxl9kQUABp3,2018-06-19 21:39:26.000000,4,2644,18,0,192.168.1.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",2018-06-19 21:51:02.000000,false,,2018-06-19 21:51:02.000000,,96172434,2018-06-15 20:03:06.000000,112.01754385965,red,false,1710112,697,false,60,,,,false,false,0,195689,,64,,97874,7717
72860,7717,43957,2017-06-28 20:52:50.000000,2018-01-01 00:00:00.000000,H4Z4n6h60DE5ayGBUzUQD01zUdTmtb,2017-06-28 20:53:45.000000,4,2644,12,1,192.168.11.221,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,2017-06-28 20:58:12.000000,false,,2017-06-28 20:58:12.000000,,81838380,2017-06-27 14:26:59.000000,31,yellow,false,1507295,0,false,,,,,false,false,0,194692,,332,,43957,7717
222820,7717,114010,2018-06-18 01:18:31.000000,2018-06-25 00:00:00.000000,XMXsWxH8CLGB3y1iP7KpXp6f0fltOi,,4,2644,0,0,192.168.1.248,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,,false,,,,96170787,2018-06-15 20:02:07.000000,,,false,1710112,0,false,,,,,false,false,0,196268,,6464,,114010,7717
449879,32768,415630,2019-06-19 16:44:21.000000,2019-07-01 00:00:00.000000,MMIPQAMS7Q3IhxwtUzJMxcdhaezzhz,2019-06-21 08:19:16.000000,4,7310,0,1,,,2019-06-21 08:39:28.000000,false,,,643,,,,,true,,0,false,,,,,false,false,0,274257,,382,,415630,32768
450216,32768,415631,2019-06-19 16:44:21.000000,2019-07-01 00:00:00.000000,NaEKKd3IQHkSLDiA92enTu0REEyY2a,2019-06-22 02:38:59.000000,4,7310,0,1,,,2019-06-22 02:55:56.000000,false,,,660,,,,,true,,0,false,,,,,false,false,0,274258,,384,,415631,32768
449852,32768,415675,2019-06-19 16:44:24.000000,2019-07-01 00:00:00.000000,3zFMPe7UxQFqq33NReWCBXcwtwxakJ,2019-06-23 11:53:30.000000,4,7310,0,1,,,2019-06-23 12:12:25.000000,false,,,522,,,,,true,,0,false,,,,,false,false,0,274292,,413,,415675,32768
450286,32768,415683,2019-06-19 16:44:25.000000,2019-07-01 00:00:00.000000,SX8TU84IrSrFwWCj84hm67CLyJeDyJ,2019-06-19 16:51:54.000000,4,7310,0,1,,,2019-06-19 17:07:08.000000,false,,,1058,,,,,true,,0,false,,,,,false,false,0,274300,,422,,415683,32768
450270,32768,415714,2019-06-19 16:44:26.000000,2019-07-01 00:00:00.000000,oajUZ4rr2NNziHLmp4uZTuZILNEkrz,2019-06-21 08:51:17.000000,4,7310,0,1,,,2019-06-21 09:09:56.000000,false,,,92.2,,,,,true,,0,false,,,,,false,false,0,274325,,442,,415714,32768
449959,32768,415816,2019-06-19 16:44:32.000000,2019-07-01 00:00:00.000000,LGUT69afOFnHx3oswone2HYCBA5kyL,2019-06-22 11:01:01.000000,4,7310,0,1,,,2019-06-22 11:21:30.000000,false,,,535,,,,,true,,0,false,,,,,false,false,0,274404,,510,,415816,32768
450090,32768,415908,2019-06-19 16:44:42.000000,2019-07-01 00:00:00.000000,B2loAQqAWnPoEZ5yzLhJnbe7NPzQIp,2019-06-21 09:52:20.000000,4,7310,0,1,,,2019-06-21 10:05:53.000000,false,,,646,,,,,true,,0,false,,,,,false,false,0,274479,,570,,415908,32768
407846,30586,395824,2019-03-06 14:22:18.000000,2019-03-11 00:00:00.000000,Ltpvol2it8i7OH0z6Kg7TbNMc07MAY,2019-03-10 23:09:56.000000,4,4019,8,1,177.149.163.88,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",2019-03-10 23:13:05.000000,false,,2019-03-10 23:13:05.000000,,,,0,green,false,,189,false,3.3,,,,false,false,0,245212,,243,,395824,30586
454163,32752,415697,2019-06-19 16:44:25.000000,2019-07-01 00:00:00.000000,kGExSzIr8HpKqYbN0naMT075vMXgQL,2019-06-19 18:54:07.000000,4,7310,59,1,,,2019-06-19 19:14:50.000000,false,,,,,,,,true,,0,false,71.4,,,,false,false,0,271061,,45,,415697,32752
453738,32752,415796,2019-06-19 16:44:31.000000,2019-07-01 00:00:00.000000,bIlEPsy0paxc4QzbwpTYvZPaQLNTny,2019-06-23 16:00:15.000000,4,7310,49,1,,,2019-06-23 16:19:18.000000,false,,,,,,,,true,,0,false,57.1,,,,false,false,0,271140,,89,,415796,32752
453714,32752,415631,2019-06-19 16:44:21.000000,2019-07-01 00:00:00.000000,d6B6p6awdUD8elbKrzEzji2zt83O6z,2019-06-22 02:38:59.000000,4,7310,43,1,,,2019-06-22 02:55:56.000000,false,,,493,,,,,true,,0,false,57.1,,,,false,false,0,271008,,106,,415631,32752
454271,32752,415914,2019-06-19 16:44:42.000000,2019-07-01 00:00:00.000000,66DSsxnWHDBEn5nTJOKJ1GJuOY3Xxt,2019-06-22 11:08:20.000000,4,7310,0,1,,,2019-06-22 11:20:05.000000,false,,,1823,,,,,true,,0,false,,,,,false,false,0,271233,,166,,415914,32752
454000,32752,415727,2019-06-19 16:44:27.000000,2019-07-01 00:00:00.000000,g6PKFgvOdVGVC5LzxYQjQjkR48gnQW,2019-06-19 16:48:45.000000,4,7310,0,1,,,2019-06-19 17:00:02.000000,false,,,580,,,,,true,,0,false,,,,,false,false,0,271085,,242,,415727,32752
454149,32752,415670,2019-06-19 16:44:24.000000,2019-07-01 00:00:00.000000,k50rhgXQ1kk3GarLP2xmUzwzURyfJu,2019-06-21 18:21:10.000000,4,7310,0,1,,,2019-06-21 18:36:44.000000,false,,,606,,,,,true,,0,false,,,,,false,false,0,271038,,324,,415670,32752
453924,32752,415844,2019-06-19 16:44:34.000000,2019-07-01 00:00:00.000000,iU8NLCk9JrPLSKrXP515Bw8Sqpkv92,2019-06-22 17:42:31.000000,4,7310,0,1,,,2019-06-22 18:01:08.000000,false,,,,,,,,true,,0,false,,,,,false,false,0,271175,,358,,415844,32752
453701,32752,415752,2019-06-19 16:44:29.000000,2019-07-01 00:00:00.000000,eJURL11HycyKaECoKan8DduebzokPq,2019-06-23 15:19:24.000000,4,7310,0,2,,,2019-06-23 15:30:44.000000,false,,,486,,,,,true,,0,false,,,,,false,false,0,271105,,406,,415752,32752
440717,32756,415516,2019-06-19 16:40:20.000000,2019-07-01 00:00:00.000000,Xj8krRcDe5acjvm57YLOxBmpkBELME,2019-06-22 19:10:10.000000,4,7310,70,1,,,2019-06-22 19:20:38.000000,false,,,74.2,,,,,true,,0,false,85.7,,,,false,false,0,271732,,12,,415516,32756
440896,32756,415564,2019-06-19 16:40:23.000000,2019-07-01 00:00:00.000000,hV7d35hFMAr5qywTxBUVXgWtUEczsN,2019-06-22 12:09:36.000000,4,7310,70,1,,,2019-06-22 12:28:57.000000,false,,,163,,,,,true,,0,false,85.7,,,,false,false,0,271772,,13,,415564,32756
441008,32756,415886,2019-06-19 16:44:37.000000,2019-07-01 00:00:00.000000,clOSmJgbx969W6TCrBV1mffl7Zrwu5,2019-06-23 16:00:41.000000,4,7310,68,1,,,2019-06-23 16:20:51.000000,false,,,,,,,,true,,0,false,85.7,,,,false,false,0,272022,,20,,415886,32756
440493,32756,389584,2019-06-19 16:44:22.000000,2019-07-01 00:00:00.000000,kanAG0jt9JZ36b53eu9QL1YAgm4CAq,2019-06-20 12:18:53.000000,4,7310,60,1,,,2019-06-20 12:36:39.000000,false,,,56.4,,,,,true,,0,false,78.6,,,,false,false,0,271672,,48,,389584,32756
440641,32756,415831,2019-06-19 16:44:33.000000,2019-07-01 00:00:00.000000,xJSDNWfNdE5ZwXgIMG6pOirp6KxvwA,2019-06-22 20:49:25.000000,4,7310,59,1,,,2019-06-22 21:03:04.000000,false,,,122,,,,,true,,0,false,71.4,,,,false,false,0,271981,,55,,415831,32756
440914,32756,415826,2019-06-19 16:44:33.000000,2019-07-01 00:00:00.000000,DiKclaUUhOF40f3Pr8RhyBnqAV63ey,2019-06-21 16:31:10.000000,4,7310,56,1,,,2019-06-21 16:44:08.000000,false,,,46.9,,,,,true,,0,false,64.3,,,,false,false,0,271977,,66,,415826,32756
441102,32756,415950,2019-06-27 12:38:32.000000,2019-07-01 00:00:00.000000,dskIfXaUkG79JiTSUt14lgLjOHcBPz,2019-06-27 16:25:39.000000,4,7310,56,1,187.180.181.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36",2019-06-27 16:28:04.000000,false,,2019-06-27 16:28:04.000000,,,,108,red,false,,143,false,64.3,,,,false,false,0,272076,,68,,415950,32756
440615,32756,415807,2019-06-19 16:44:32.000000,2019-07-01 00:00:00.000000,qTcgfmWo36XP8T0SFAgW5GKIcfiWON,2019-06-23 19:10:10.000000,4,7310,54,1,,,2019-06-23 19:24:46.000000,false,,,70.8,,,,,true,,0,false,71.4,,,,false,false,0,271963,,92,,415807,32756
440706,32756,415911,2019-06-19 16:44:42.000000,2019-07-01 00:00:00.000000,265uOXt6MKJumtwIaYBI0XfgFMl5YD,2019-06-23 22:51:42.000000,4,7310,51,2,,,2019-06-23 22:51:54.000000,false,,,,,,,,true,,1213,false,64.3,,,,false,false,0,272044,,121,,415911,32756
